player,source_season,target_season,position,source_minutes,target_minutes,source_xg90,target_xg90,source_xa90,target_xa90
Virgil van Dijk,2021,2022,DEF,3060,2839,0.064,0.099,0.046,0.037
Virgil van Dijk,2022,2023,DEF,2839,3177,0.099,0.093,0.037,0.053
Virgil van Dijk,2023,2024,DEF,3177,2700,0.093,0.066,0.053,0.022
Vitalii Mykolenko,2021,2022,MID,1059,2651,0.046,0.024,0.042,0.035
Vitalii Mykolenko,2022,2023,DEF,2651,2482,0.024,0.069,0.035,0.045
Vitalii Mykolenko,2023,2024,DEF,2482,2455,0.069,0.019,0.045,0.063
Vitaly Janelt,2021,2022,MID,2328,2206,0.116,0.089,0.07,0.06
Vitaly Janelt,2022,2023,MID,2206,3137,0.089,0.058,0.06,0.124
Vitaly Janelt,2023,2024,MID,3137,2209,0.058,0.023,0.124,0.092
Vladimir Coufal,2020,2021,DEF,3056,2211,0.041,0.023,0.188,0.11
Vladimir Coufal,2021,2022,DEF,2211,2148,0.023,0.008,0.11,0.095
Vladimir Coufal,2022,2023,DEF,2148,3153,0.008,0.008,0.095,0.123
Vladimir Coufal,2023,2024,MID,3153,728,0.008,0.018,0.123,0.065
Wataru Endo,2020,2021,MID,2959,2908,0.072,0.16,0.061,0.055
Wataru Endo,2021,2022,MID,2908,2929,0.16,0.159,0.055,0.136
Wataru Endo,2022,2023,MID,2929,1718,0.159,0.023,0.136,0.078
Wesley Fofana,2019,2020,DEF,1213,2586,0.061,0.049,0.003,0.01
Wesley Fofana,2020,2021,DEF,2586,630,0.049,0.081,0.01,0.005
Wesley Fofana,2021,2022,DEF,630,1372,0.081,0.056,0.005,0.002
Wilfred Ndidi,2016,2017,MID,1523,2902,0.109,0.049,0.058,0.016
Wilfred Ndidi,2017,2018,MID,2902,3305,0.049,0.085,0.016,0.046
Wilfred Ndidi,2018,2019,MID,3305,2679,0.085,0.058,0.046,0.02
Wilfred Ndidi,2019,2020,MID,2679,2181,0.058,0.025,0.02,0.055
Wilfred Ndidi,2020,2021,MID,2181,1621,0.025,0.032,0.055,0.004
Wilfred Ndidi,2021,2022,FWD,1621,1691,0.032,0.008,0.004,0.003
Will Hughes,2017,2018,MID,1004,2454,0.059,0.109,0.133,0.134
Will Hughes,2018,2019,MID,2454,2300,0.109,0.093,0.134,0.085
Will Hughes,2021,2022,MID,1071,796,0.011,0.06,0.08,0.087
Will Hughes,2022,2023,MID,796,1924,0.06,0.014,0.087,0.08
Will Hughes,2023,2024,MID,1924,1685,0.014,0.039,0.08,0.14
William Saliba,2018,2019,DEF,1279,991,0.018,0.014,0.004,0.005
William Saliba,2019,2020,DEF,991,1800,0.014,0.039,0.005,0.002
William Saliba,2020,2021,DEF,1800,3240,0.039,0.038,0.002,0.018
William Saliba,2021,2022,DEF,3240,2418,0.038,0.03,0.018,0.042
William Saliba,2022,2023,DEF,2418,3420,0.03,0.062,0.042,0.007
William Saliba,2023,2024,DEF,3420,2458,0.062,0.098,0.007,0.023
Willian,2014,2015,MID,2439,2766,0.156,0.144,0.213,0.25
Willian,2015,2016,MID,2766,1509,0.144,0.224,0.25,0.183
Willian,2016,2017,MID,1509,1872,0.224,0.288,0.183,0.297
Willian,2017,2018,FWD,1872,2123,0.288,0.184,0.297,0.276
Willian,2018,2019,FWD,2123,2609,0.184,0.281,0.276,0.299
Willian,2019,2020,MID,2609,1413,0.281,0.117,0.299,0.229
Willian,2022,2023,MID,2174,2080,0.14,0.217,0.209,0.179
Willy Boly,2018,2019,DEF,3168,1980,0.103,0.011,0.045,0.047
Willy Boly,2019,2020,DEF,1980,1880,0.011,0.054,0.047,0.026
Willy Boly,2020,2021,DEF,1880,900,0.054,0.009,0.026,0.006
Willy Boly,2021,2022,DEF,900,687,0.009,0.009,0.006,0.015
Willy Boly,2022,2023,DEF,687,1461,0.009,0.091,0.015,0.085
Wilson Odobert,2022,2023,FWD,1754,2150,0.151,0.106,0.092,0.185
Wilson Odobert,2023,2024,MID,2150,420,0.106,0.269,0.185,0.032
Wout Faes,2020,2021,DEF,2903,3330,0.048,0.052,0.002,0.003
Wout Faes,2021,2022,DEF,3330,3060,0.052,0.032,0.003,0.017
Yasser Larouci,2021,2022,FWD,316,1816,0.029,0.025,0.015,0.056
Yasser Larouci,2022,2023,MID,1816,531,0.025,0.044,0.056,0.053
Yehor Yarmolyuk,2023,2024,FWD,619,829,0.15,0.086,0.012,0.05
Yerson Mosquera,2023,2024,DEF,1231,448,0.086,0.094,0.021,0.019
Yoane Wissa,2020,2021,FWD,2693,1230,0.447,0.249,0.119,0.049
Yoane Wissa,2021,2022,FWD,1230,1583,0.249,0.296,0.049,0.15
Yoane Wissa,2022,2023,FWD,1583,2556,0.296,0.393,0.15,0.135
Yoane Wissa,2023,2024,FWD,2556,2313,0.393,0.589,0.135,0.099
Youri Tielemans,2017,2018,MID,1559,2784,0.07,0.15,0.071,0.146
Youri Tielemans,2018,2019,MID,2784,2849,0.15,0.088,0.146,0.164
Youri Tielemans,2019,2020,MID,2849,3359,0.088,0.112,0.164,0.089
Youri Tielemans,2020,2021,MID,3359,2638,0.112,0.146,0.089,0.147
Youri Tielemans,2021,2022,MID,2638,2365,0.146,0.085,0.147,0.172
Youri Tielemans,2022,2023,MID,2365,1580,0.085,0.057,0.172,0.174
Youri Tielemans,2023,2024,MID,1580,2582,0.057,0.099,0.174,0.218
Yves Bissouma,2016,2017,FWD,746,1556,0.065,0.119,0.047,0.044
Yves Bissouma,2017,2018,MID,1556,1757,0.119,0.091,0.044,0.051
Yves Bissouma,2018,2019,MID,1757,1270,0.091,0.029,0.051,0.01
Yves Bissouma,2019,2020,MID,1270,3121,0.029,0.031,0.01,0.031
Yves Bissouma,2020,2021,MID,3121,2134,0.031,0.044,0.031,0.036
Yves Bissouma,2021,2022,MID,2134,988,0.044,0.012,0.036,0.04
Yves Bissouma,2022,2023,MID,988,2120,0.012,0.05,0.04,0.017
Yves Bissouma,2023,2024,MID,2120,1154,0.05,0.032,0.017,0.017
Zanka,2017,2018,DEF,3420,2151,0.06,0.062,0.023,0.016
Zanka,2018,2019,DEF,2151,489,0.062,0.0,0.016,0.013
Zanka,2021,2022,DEF,514,1082,0.025,0.033,0.013,0.02
Zanka,2022,2023,DEF,1082,1082,0.033,0.05,0.02,0.079
Álex Moreno,2018,2019,DEF,3144,2270,0.032,0.104,0.076,0.105
Álex Moreno,2019,2020,FWD,2270,1787,0.104,0.053,0.105,0.14
Álex Moreno,2020,2021,FWD,1787,2407,0.053,0.135,0.14,0.087
Álex Moreno,2021,2022,DEF,2407,2696,0.135,0.072,0.087,0.14
Álex Moreno,2022,2023,FWD,2696,1033,0.072,0.126,0.14,0.101
Álex Moreno,2023,2024,FWD,1033,888,0.126,0.022,0.101,0.085
